,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,hp,name,sp_attack,sp_defense,speed,type1,type2,is_legendary
288,['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,70,670,45,Lazy Pokémon,100,1250000,150,Slaking,95,65,100,normal,,0
289,"['Compoundeyes', 'Run Away']",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,70,266,255,Trainee Pokémon,90,600000,31,Nincada,30,30,40,bug,ground,0
290,"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,70,456,120,Ninja Pokémon,45,600000,61,Ninjask,50,50,160,bug,flying,0
291,['Wonder Guard'],0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,70,236,45,Shed Pokémon,45,600000,1,Shedinja,30,30,40,bug,ghost,0
292,"['Soundproof', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,70,240,190,Whisper Pokémon,23,1059860,64,Whismur,51,23,28,normal,,0
293,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,70,360,120,Big Voice Pokémon,43,1059860,84,Loudred,71,43,48,normal,,0
294,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,70,490,45,Loud Noise Pokémon,63,1059860,104,Exploud,91,73,68,normal,,0
295,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,70,237,180,Guts Pokémon,30,1640000,72,Makuhita,20,30,25,fighting,,0
296,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,70,474,200,Arm Thrust Pokémon,60,1640000,144,Hariyama,40,60,50,fighting,,0
297,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,70,190,150,Polka Dot Pokémon,40,800000,50,Azurill,20,40,20,normal,fairy,0
298,"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,70,375,255,Compass Pokémon,135,1000000,30,Nosepass,45,90,30,rock,,0
299,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,70,260,255,Kitten Pokémon,45,800000,50,Skitty,35,35,50,normal,,0
300,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,70,400,60,Prim Pokémon,65,800000,70,Delcatty,55,55,90,normal,,0
301,"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,35,480,45,Darkness Pokémon,125,1059860,50,Sableye,85,115,20,dark,ghost,0
302,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,70,480,45,Deceiver Pokémon,125,800000,50,Mawile,55,95,50,steel,fairy,0
303,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,35,330,180,Iron Armor Pokémon,100,1250000,50,Aron,40,40,30,steel,rock,0
304,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,35,430,90,Iron Armor Pokémon,140,1250000,60,Lairon,50,50,40,steel,rock,0
305,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,35,630,45,Iron Armor Pokémon,230,1250000,70,Aggron,60,80,50,steel,rock,0
306,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,70,280,180,Meditate Pokémon,55,1000000,30,Meditite,40,55,60,fighting,psychic,0
307,"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,70,510,90,Meditate Pokémon,85,1000000,60,Medicham,80,85,100,fighting,psychic,0
308,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,70,295,120,Lightning Pokémon,40,1250000,40,Electrike,65,40,65,electric,,0
309,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,70,575,45,Discharge Pokémon,80,1250000,70,Manectric,135,80,135,electric,,0
310,"['Plus', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,70,405,200,Cheering Pokémon,40,1000000,60,Plusle,85,75,95,electric,,0
311,"['Minus', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,70,405,200,Cheering Pokémon,50,1000000,60,Minun,75,85,95,electric,,0
312,"['Illuminate', 'Swarm', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,70,430,150,Firefly Pokémon,75,600000,65,Volbeat,47,85,85,bug,,0
313,"['Oblivious', 'Tinted Lens', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,70,430,150,Firefly Pokémon,75,1640000,65,Illumise,73,85,85,bug,,0
314,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,70,400,150,Thorn Pokémon,45,1059860,50,Roselia,100,80,65,grass,poison,0
315,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,70,302,225,Stomach Pokémon,53,1640000,70,Gulpin,43,53,40,poison,,0
316,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,70,467,75,Poison Bag Pokémon,83,1640000,100,Swalot,73,83,55,poison,,0
317,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,35,305,225,Savage Pokémon,20,1250000,45,Carvanha,65,20,65,water,dark,0
318,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,35,560,60,Brutal Pokémon,70,1250000,70,Sharpedo,110,65,105,water,dark,0
319,"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,70,400,125,Ball Whale Pokémon,35,1640000,130,Wailmer,70,35,60,water,,0
320,"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,70,500,60,Float Whale Pokémon,45,1640000,170,Wailord,90,45,60,water,,0
321,"['Oblivious', 'Simple', 'Own Tempo']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,70,305,255,Numb Pokémon,40,1000000,60,Numel,65,45,35,fire,ground,0
322,"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,70,560,150,Eruption Pokémon,100,1000000,70,Camerupt,145,105,20,fire,ground,0
323,"['White Smoke', 'Drought', 'Shell Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,70,470,90,Coal Pokémon,140,1000000,70,Torkoal,85,70,20,fire,,0
324,"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,70,330,255,Bounce Pokémon,35,800000,60,Spoink,70,80,60,psychic,,0
325,"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,70,470,60,Manipulate Pokémon,65,800000,80,Grumpig,90,110,80,psychic,,0
326,"['Own Tempo', 'Tangled Feet', 'Contrary']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,70,360,255,Spot Panda Pokémon,60,800000,60,Spinda,60,60,60,normal,,0
327,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,70,290,255,Ant Pit Pokémon,45,1059860,45,Trapinch,45,45,10,ground,,0
328,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,70,70,340,120,Vibration Pokémon,50,1059860,50,Vibrava,50,50,70,ground,dragon,0
329,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,70,520,45,Mystic Pokémon,80,1059860,80,Flygon,80,80,100,ground,dragon,0
330,"['Sand Veil', 'Water Absorb']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,85,35,335,190,Cactus Pokémon,40,1059860,50,Cacnea,85,40,35,grass,,0
331,"['Sand Veil', 'Water Absorb']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,115,35,475,60,Scarecrow Pokémon,60,1059860,70,Cacturne,115,60,55,grass,dark,0
332,"['Natural Cure', 'Cloud Nine']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,40,70,310,255,Cotton Bird Pokémon,60,600000,45,Swablu,40,75,50,normal,flying,0
333,"['Natural Cure', 'Cloud Nine']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,70,590,45,Humming Pokémon,110,600000,75,Altaria,110,105,80,dragon,flying,0
334,"['Immunity', 'Toxic Boost']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,70,458,90,Cat Ferret Pokémon,60,600000,73,Zangoose,60,60,90,normal,,0
335,"['Shed Skin', 'Infiltrator']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,70,458,90,Fang Snake Pokémon,60,1640000,73,Seviper,100,60,65,poison,,0
336,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,70,460,45,Meteorite Pokémon,65,800000,90,Lunatone,95,85,70,rock,psychic,0
337,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,70,460,45,Meteorite Pokémon,85,800000,90,Solrock,55,65,70,rock,psychic,0
338,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,70,288,190,Whiskers Pokémon,43,1000000,50,Barboach,46,41,60,water,ground,0
339,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,70,468,75,Whiskers Pokémon,73,1000000,110,Whiscash,76,71,60,water,ground,0
340,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,70,308,205,Ruffian Pokémon,65,1640000,43,Corphish,50,35,35,water,,0
341,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,70,468,155,Rogue Pokémon,85,1640000,63,Crawdaunt,90,55,55,water,dark,0
342,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,70,300,255,Clay Doll Pokémon,55,1000000,40,Baltoy,40,70,55,ground,psychic,0
343,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,70,500,90,Clay Doll Pokémon,105,1000000,60,Claydol,70,120,75,ground,psychic,0
344,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,70,355,45,Sea Lily Pokémon,77,600000,66,Lileep,61,87,23,rock,grass,0
345,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,70,495,45,Barnacle Pokémon,97,600000,86,Cradily,81,107,43,rock,grass,0
346,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,70,355,45,Old Shrimp Pokémon,50,600000,45,Anorith,40,50,75,rock,bug,0
347,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,70,495,45,Plate Pokémon,100,600000,75,Armaldo,70,80,45,rock,bug,0
348,"['Swift Swim', 'Oblivious', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,70,200,255,Fish Pokémon,20,600000,20,Feebas,10,55,80,water,,0
349,"['Marvel Scale', 'Competitive', 'Cute Charm']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,70,540,60,Tender Pokémon,79,600000,95,Milotic,100,125,81,water,,0
350,['Forecast'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,70,420,45,Weather Pokémon,70,1000000,70,Castform,70,70,70,normal,,0
351,"['Color Change', 'Protean']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,70,440,200,Color Swap Pokémon,70,1059860,60,Kecleon,60,120,40,normal,,0
352,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,35,295,225,Puppet Pokémon,35,800000,44,Shuppet,63,33,45,ghost,,0
353,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,35,555,45,Marionette Pokémon,75,800000,64,Banette,93,83,75,ghost,,0
354,"['Levitate', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,35,295,190,Requiem Pokémon,90,800000,20,Duskull,30,90,25,ghost,,0
355,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,35,455,90,Beckon Pokémon,130,800000,40,Dusclops,60,130,25,ghost,,0
356,"['Chlorophyll', 'Solar Power', 'Harvest']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,70,460,200,Fruit Pokémon,83,1250000,99,Tropius,72,87,51,grass,flying,0
357,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,70,455,45,Wind Chime Pokémon,80,800000,75,Chimecho,95,90,65,psychic,,0
358,"['Pressure', 'Super Luck', 'Justified']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,35,565,30,Disaster Pokémon,60,1059860,65,Absol,115,60,115,dark,,0
359,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,70,260,125,Bright Pokémon,48,1000000,95,Wynaut,23,48,23,psychic,,0
360,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,70,300,190,Snow Hat Pokémon,50,1000000,50,Snorunt,50,50,50,ice,,0
361,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120,70,580,75,Face Pokémon,80,1000000,80,Glalie,120,80,100,ice,,0
362,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40,70,290,255,Clap Pokémon,50,1059860,70,Spheal,55,50,25,ice,water,0
363,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60,70,410,120,Ball Roll Pokémon,70,1059860,90,Sealeo,75,70,45,ice,water,0
364,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,70,530,45,Ice Break Pokémon,90,1059860,110,Walrein,95,90,65,ice,water,0
365,"['Shell Armor', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64,70,345,255,Bivalve Pokémon,85,600000,35,Clamperl,74,55,32,water,,0
366,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,70,485,60,Deep Sea Pokémon,105,600000,55,Huntail,94,75,52,water,,0
367,"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84,70,485,60,South Sea Pokémon,105,600000,55,Gorebyss,114,75,52,water,,0
368,"['Swift Swim', 'Rock Head', 'Sturdy']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90,70,485,25,Longevity Pokémon,130,1250000,100,Relicanth,45,65,55,water,rock,0
369,"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30,70,330,225,Rendezvous Pokémon,55,800000,43,Luvdisc,40,65,97,water,,0
370,"['Rock Head', 'Sheer Force']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,35,300,45,Rock Head Pokémon,60,1250000,45,Bagon,40,30,50,dragon,,0
371,"['Rock Head', 'Overcoat']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,95,35,420,45,Endurance Pokémon,100,1250000,65,Shelgon,60,50,50,dragon,,0
372,"['Intimidate', 'Moxie']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,145,35,700,45,Dragon Pokémon,130,1250000,95,Salamence,120,90,120,dragon,flying,0
373,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,55,35,300,3,Iron Ball Pokémon,80,1250000,40,Beldum,35,60,30,steel,psychic,0
374,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,75,35,420,3,Iron Claw Pokémon,100,1250000,60,Metang,55,80,50,steel,psychic,0
375,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,145,35,700,3,Iron Leg Pokémon,150,1250000,80,Metagross,105,110,110,steel,psychic,0
376,"['Clear Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,35,580,3,Rock Peak Pokémon,200,1250000,80,Regirock,50,100,50,rock,,1
377,"['Clear Body', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,35,580,3,Iceberg Pokémon,100,1250000,80,Regice,100,200,50,ice,,1
378,"['Clear Body', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,75,35,580,3,Iron Pokémon,150,1250000,80,Registeel,75,150,50,steel,,1
379,['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,100,90,700,3,Eon Pokémon,120,1250000,80,Latias,140,150,110,dragon,psychic,1
380,['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,130,90,700,3,Eon Pokémon,100,1250000,80,Latios,160,120,110,dragon,psychic,1
381,['Drizzle'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,0,770,3,Sea Basin Pokémon,90,1250000,100,Kyogre,180,160,90,water,,1
382,['Drought'],1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,180,0,770,3,Continent Pokémon,160,1250000,100,Groudon,150,90,90,ground,,1
383,['Air Lock'],0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,180,0,780,45,Sky High Pokémon,100,1250000,105,Rayquaza,180,100,115,dragon,flying,1
384,['Serene Grace'],1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,100,600,3,Wish Pokémon,100,1250000,100,Jirachi,100,100,100,steel,psychic,1
385,['Pressure'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,95,0,600,3,DNA Pokémon,90,1250000,50,Deoxys,95,90,180,psychic,,1
386,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,68,70,318,45,Tiny Leaf Pokémon,64,1059860,55,Turtwig,45,55,31,grass,,0
387,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,89,70,405,45,Grove Pokémon,85,1059860,75,Grotle,55,65,36,grass,,0
